ID,Assembly,TrackClass,TrackType,CellClass,CellType,Description,ProcessingLogs,Title,MetaData
SRX5089448,hg38,TFs and others,ESR1,Breast,MCF-7,Primary Tissue=Breast|Site of Extraction=Pleura|Tissue Diagnosis=Adenocarcinoma,"34264671,98.1,28.0,20246",GSM3499102: MCF7-parental ER 4-hydroxy tamoxifen rep 1; Homo sapiens; ChIP-Seq,source_name=MCF7-parental_ER ChIP-seq_4-hydroxytamoxifen	cell line=MCF7	cell type=ER+ Breast Cancer Cell Line	passages=20-35	treatment=100 nM 4-hydroxy tamoxifen for 6 hours	chip antibody=Abcam ab3575 and Millipore 06-935 antibody mix
SRX5089449,hg38,TFs and others,ESR1,Breast,MCF-7,Primary Tissue=Breast|Site of Extraction=Pleura|Tissue Diagnosis=Adenocarcinoma,"28156292,98.6,29.3,23782",GSM3499103: MCF7-parental ER 4-hydroxy tamoxifen rep 2; Homo sapiens; ChIP-Seq,source_name=MCF7-parental_ER ChIP-seq_4-hydroxytamoxifen	cell line=MCF7	cell type=ER+ Breast Cancer Cell Line	passages=20-35	treatment=100 nM 4-hydroxy tamoxifen for 6 hours	chip antibody=Abcam ab3575 and Millipore 06-935 antibody mix
SRX5089450,hg38,TFs and others,ESR1,Breast,MCF-7,Primary Tissue=Breast|Site of Extraction=Pleura|Tissue Diagnosis=Adenocarcinoma,"27362483,98.7,26.8,29878",GSM3499104: MCF7-parental ER 4-hydroxy tamoxifen rep 3; Homo sapiens; ChIP-Seq,source_name=MCF7-parental_ER ChIP-seq_4-hydroxytamoxifen	cell line=MCF7	cell type=ER+ Breast Cancer Cell Line	passages=20-35	treatment=100 nM 4-hydroxy tamoxifen for 6 hours	chip antibody=Abcam ab3575 and Millipore 06-935 antibody mix
SRX5089451,hg38,TFs and others,ESR1,Breast,MCF-7,Primary Tissue=Breast|Site of Extraction=Pleura|Tissue Diagnosis=Adenocarcinoma,"31438049,98.4,26.3,20499",GSM3499105: MCF7-ARID1A KO Clone 11 ER Vehicle rep 1; Homo sapiens; ChIP-Seq,source_name=MCF7-ARID1A KO Clone 11_ER ChIP-seq_Vehicle	cell line=MCF7	cell type=ER+ Breast Cancer Cell Line	passages=35-45	treatment=Vehicle	chip antibody=Abcam ab3575 and Millipore 06-935 antibody mix
SRX5089452,hg38,TFs and others,ESR1,Breast,MCF-7,Primary Tissue=Breast|Site of Extraction=Pleura|Tissue Diagnosis=Adenocarcinoma,"31920587,98.7,25.7,8051",GSM3499106: MCF7-ARID1A KO Clone 11 ER Vehicle rep 2; Homo sapiens; ChIP-Seq,source_name=MCF7-ARID1A KO Clone 11_ER ChIP-seq_Vehicle	cell line=MCF7	cell type=ER+ Breast Cancer Cell Line	passages=35-45	treatment=Vehicle	chip antibody=Abcam ab3575 and Millipore 06-935 antibody mix
SRX5089453,hg38,TFs and others,ESR1,Breast,MCF-7,Primary Tissue=Breast|Site of Extraction=Pleura|Tissue Diagnosis=Adenocarcinoma,"29962413,98.5,24.2,4706",GSM3499107: MCF7-ARID1A KO Clone 11 ER Vehicle rep 3; Homo sapiens; ChIP-Seq,source_name=MCF7-ARID1A KO Clone 11_ER ChIP-seq_Vehicle	cell line=MCF7	cell type=ER+ Breast Cancer Cell Line	passages=35-45	treatment=Vehicle	chip antibody=Abcam ab3575 and Millipore 06-935 antibody mix
SRX5089454,hg38,TFs and others,ESR1,Breast,MCF-7,Primary Tissue=Breast|Site of Extraction=Pleura|Tissue Diagnosis=Adenocarcinoma,"35395437,98.4,28.1,18548",GSM3499108: MCF7-ARID1A KO Clone 11 ER 4-hydroxy tamoxifen rep 1; Homo sapiens; ChIP-Seq,source_name=MCF7-ARID1A KO Clone 11_ER ChIP-seq_4-hydroxytamoxifen	cell line=MCF7	cell type=ER+ Breast Cancer Cell Line	passages=35-45	treatment=100 nM 4-hydroxy tamoxifen for 6 hours	chip antibody=Abcam ab3575 and Millipore 06-935 antibody mix
SRX5089455,hg38,TFs and others,ESR1,Breast,MCF-7,Primary Tissue=Breast|Site of Extraction=Pleura|Tissue Diagnosis=Adenocarcinoma,"25811485,98.6,26.9,8517",GSM3499109: MCF7-ARID1A KO Clone 11 ER 4-hydroxy tamoxifen rep 2; Homo sapiens; ChIP-Seq,source_name=MCF7-ARID1A KO Clone 11_ER ChIP-seq_4-hydroxytamoxifen	cell line=MCF7	cell type=ER+ Breast Cancer Cell Line	passages=35-45	treatment=100 nM 4-hydroxy tamoxifen for 6 hours	chip antibody=Abcam ab3575 and Millipore 06-935 antibody mix
SRX5089456,hg38,TFs and others,ESR1,Breast,MCF-7,Primary Tissue=Breast|Site of Extraction=Pleura|Tissue Diagnosis=Adenocarcinoma,"31583552,98.7,30.3,15717",GSM3499110: MCF7-ARID1A KO Clone 11 ER 4-hydroxy tamoxifen rep 3; Homo sapiens; ChIP-Seq,source_name=MCF7-ARID1A KO Clone 11_ER ChIP-seq_4-hydroxytamoxifen	cell line=MCF7	cell type=ER+ Breast Cancer Cell Line	passages=35-45	treatment=100 nM 4-hydroxy tamoxifen for 6 hours	chip antibody=Abcam ab3575 and Millipore 06-935 antibody mix
SRX5089457,hg38,TFs and others,ESR1,Breast,MCF-7,Primary Tissue=Breast|Site of Extraction=Pleura|Tissue Diagnosis=Adenocarcinoma,"32659414,98.2,24.4,10049",GSM3499111: MCF7-ARID1A KO Clone 14 ER Vehicle rep 1; Homo sapiens; ChIP-Seq,source_name=MCF7-ARID1A KO Clone 14_ER ChIP-seq_Vehicle	cell line=MCF7	cell type=ER+ Breast Cancer Cell Line	passages=35-45	treatment=Vehicle	chip antibody=Abcam ab3575 and Millipore 06-935 antibody mix
SRX5089458,hg38,TFs and others,ESR1,Breast,MCF-7,Primary Tissue=Breast|Site of Extraction=Pleura|Tissue Diagnosis=Adenocarcinoma,"32604591,98.7,26.7,16279",GSM3499112: MCF7-ARID1A KO Clone 14 ER Vehicle rep 2; Homo sapiens; ChIP-Seq,source_name=MCF7-ARID1A KO Clone 14_ER ChIP-seq_Vehicle	cell line=MCF7	cell type=ER+ Breast Cancer Cell Line	passages=35-45	treatment=Vehicle	chip antibody=Abcam ab3575 and Millipore 06-935 antibody mix
SRX5089459,hg38,TFs and others,ESR1,Breast,MCF-7,Primary Tissue=Breast|Site of Extraction=Pleura|Tissue Diagnosis=Adenocarcinoma,"28309850,98.6,28.8,16700",GSM3499113: MCF7-ARID1A KO Clone 14 ER Vehicle rep 3; Homo sapiens; ChIP-Seq,source_name=MCF7-ARID1A KO Clone 14_ER ChIP-seq_Vehicle	cell line=MCF7	cell type=ER+ Breast Cancer Cell Line	passages=35-45	treatment=Vehicle	chip antibody=Abcam ab3575 and Millipore 06-935 antibody mix
SRX5089460,hg38,TFs and others,ESR1,Breast,MCF-7,Primary Tissue=Breast|Site of Extraction=Pleura|Tissue Diagnosis=Adenocarcinoma,"40736382,98.8,26.2,7611",GSM3499114: MCF7-ARID1A KO Clone 14 ER 4-hydroxy tamoxifen rep 1; Homo sapiens; ChIP-Seq,source_name=MCF7-ARID1A KO Clone 14_ER ChIP-seq_4-hydroxytamoxifen	cell line=MCF7	cell type=ER+ Breast Cancer Cell Line	passages=35-45	treatment=100 nM 4-hydroxy tamoxifen for 6 hours	chip antibody=Abcam ab3575 and Millipore 06-935 antibody mix
SRX5089461,hg38,TFs and others,ESR1,Breast,MCF-7,Primary Tissue=Breast|Site of Extraction=Pleura|Tissue Diagnosis=Adenocarcinoma,"32058494,99.0,27.9,12544",GSM3499115: MCF7-ARID1A KO Clone 14 ER 4-hydroxy tamoxifen rep 2; Homo sapiens; ChIP-Seq,source_name=MCF7-ARID1A KO Clone 14_ER ChIP-seq_4-hydroxytamoxifen	cell line=MCF7	cell type=ER+ Breast Cancer Cell Line	passages=35-45	treatment=100 nM 4-hydroxy tamoxifen for 6 hours	chip antibody=Abcam ab3575 and Millipore 06-935 antibody mix
SRX5089462,hg38,TFs and others,ESR1,Breast,MCF-7,Primary Tissue=Breast|Site of Extraction=Pleura|Tissue Diagnosis=Adenocarcinoma,"34066289,99.1,28.0,22686",GSM3499116: MCF7-ARID1A KO Clone 14 ER 4-hydroxy tamoxifen rep 3; Homo sapiens; ChIP-Seq,source_name=MCF7-ARID1A KO Clone 14_ER ChIP-seq_4-hydroxytamoxifen	cell line=MCF7	cell type=ER+ Breast Cancer Cell Line	passages=35-45	treatment=100 nM 4-hydroxy tamoxifen for 6 hours	chip antibody=Abcam ab3575 and Millipore 06-935 antibody mix
SRX5128104,hg38,TFs and others,ESR1,Breast,ZR-75-1,Primary Tissue=Breast|Tissue Diagnosis=Adenocarcinoma Ductal,"81317847,89.7,2.6,4833",GSM3511049: ZR-75-1 xeno ER Veh; Homo sapiens; ChIP-Seq,source_name=ZR-75-1 cell line xenograft tumour	tissue=ZR-75-1 cell line xenograft tumour	treatment=Vehicle	time point=Short-term (5 days treatment)	chip antibody=ERα (HC-20)X (Santa Cruz SC-543X)
SRX5128105,hg38,TFs and others,ESR1,Breast,ZR-75-1,Primary Tissue=Breast|Tissue Diagnosis=Adenocarcinoma Ductal,"111542886,89.7,3.4,3189",GSM3511050: ZR-75-1 xeno ER DHT; Homo sapiens; ChIP-Seq,source_name=ZR-75-1 cell line xenograft tumour	tissue=ZR-75-1 cell line xenograft tumour	treatment=DHT	time point=Short-term (5 days treatment)	chip antibody=ERα (HC-20)X (Santa Cruz SC-543X)
SRX5128106,hg38,TFs and others,ESR1,Breast,ZR-75-1,Primary Tissue=Breast|Tissue Diagnosis=Adenocarcinoma Ductal,"115140845,91.3,3.1,4352",GSM3511051: ZR-75-1 xeno ER Sarm; Homo sapiens; ChIP-Seq,source_name=ZR-75-1 cell line xenograft tumour	tissue=ZR-75-1 cell line xenograft tumour	treatment=Enobosarm	time point=Short-term (5 days treatment)	chip antibody=ERα (HC-20)X (Santa Cruz SC-543X)
SRX5128132,hg38,TFs and others,ESR1,Breast,ZR-75-1,Primary Tissue=Breast|Tissue Diagnosis=Adenocarcinoma Ductal,"62789505,98.3,6.3,11075",GSM3511084: ZR-75-1 ER ChIP E2 Consensus; Homo sapiens; ChIP-Seq,source_name=ZR-75-1_E2	cell line=ZR-75-1	cell type=Breast cancer cell line	passages=14-17 (where replicates represent sequential passages)	treatment=E2	chip antibody=ERα (HC-20)X (Santa Cruz SC-543X)
SRX5128133,hg38,TFs and others,ESR1,Breast,ZR-75-1,Primary Tissue=Breast|Tissue Diagnosis=Adenocarcinoma Ductal,"63951097,98.2,6.2,10935",GSM3511085: ZR-75-1 ER ChIP E2+DHT Consensus; Homo sapiens; ChIP-Seq,source_name=ZR-75-1_E2+DHT	cell line=ZR-75-1	cell type=Breast cancer cell line	passages=14-17 (where replicates represent sequential passages)	treatment=E2+DHT	chip antibody=ERα (HC-20)X (Santa Cruz SC-543X)
SRX5172067,hg38,TFs and others,ESR1,Breast,MCF-7,Primary Tissue=Breast|Site of Extraction=Pleura|Tissue Diagnosis=Adenocarcinoma,"33754131,98.9,11.3,579",GSM3526002: ChIP-Seq Sample DMSO sg12 Control ER 1; Homo sapiens; ChIP-Seq,source_name=Breast Cancer Cell	cell line=MCF-7	chip-antibody=ER	genotype=Control	sgguide=sgNT-1
SRX5172068,hg38,TFs and others,ESR1,Breast,MCF-7,Primary Tissue=Breast|Site of Extraction=Pleura|Tissue Diagnosis=Adenocarcinoma,"34185065,98.6,10.5,726",GSM3526003: ChIP-Seq Sample DMSO sg12 Control ER 2; Homo sapiens; ChIP-Seq,source_name=Breast Cancer Cell	cell line=MCF-7	chip-antibody=ER	genotype=Control	sgguide=sgNT-1
SRX5172069,hg38,TFs and others,ESR1,Breast,MCF-7,Primary Tissue=Breast|Site of Extraction=Pleura|Tissue Diagnosis=Adenocarcinoma,"35590984,98.9,9.8,632",GSM3526004: ChIP-Seq Sample DMSO sg1 KO ER 1; Homo sapiens; ChIP-Seq,source_name=Breast Cancer Cell	cell line=MCF-7	chip-antibody=ER	genotype=ARID1A KO	sgguide=sgARID1A-1
SRX5172070,hg38,TFs and others,ESR1,Breast,MCF-7,Primary Tissue=Breast|Site of Extraction=Pleura|Tissue Diagnosis=Adenocarcinoma,"34975371,99.0,8.8,666",GSM3526005: ChIP-Seq Sample DMSO sg1 KO ER 2; Homo sapiens; ChIP-Seq,source_name=Breast Cancer Cell	cell line=MCF-7	chip-antibody=ER	genotype=ARID1A KO	sgguide=sgARID1A-1
SRX5172071,hg38,TFs and others,ESR1,Breast,MCF-7,Primary Tissue=Breast|Site of Extraction=Pleura|Tissue Diagnosis=Adenocarcinoma,"35362956,98.6,17.5,1344",GSM3526006: ChIP-Seq Sample DMSO sg2 KO ER 1; Homo sapiens; ChIP-Seq,source_name=Breast Cancer Cell	cell line=MCF-7	chip-antibody=ER	genotype=ARID1A KO	sgguide=sgARID1A-2
SRX5172072,hg38,TFs and others,ESR1,Breast,MCF-7,Primary Tissue=Breast|Site of Extraction=Pleura|Tissue Diagnosis=Adenocarcinoma,"35753948,98.9,12.3,627",GSM3526007: ChIP-Seq Sample DMSO sg2 KO ER 2; Homo sapiens; ChIP-Seq,source_name=Breast Cancer Cell	cell line=MCF-7	chip-antibody=ER	genotype=ARID1A KO	sgguide=sgARID1A-2
SRX5185602,hg38,TFs and others,MED12,Breast,MCF-7,Primary Tissue=Breast|Site of Extraction=Pleura|Tissue Diagnosis=Adenocarcinoma,"16449269,80.0,15.8,676",GSM3533470: ChIP-Seq MCF7 Med12 siCTL; Homo sapiens; ChIP-Seq,source_name=breast cancer	cell line=MCF7	chip antibody=A399-774A	treatment=ethanol+siCTL
SRX5185603,hg38,TFs and others,MED12,Breast,MCF-7,Primary Tissue=Breast|Site of Extraction=Pleura|Tissue Diagnosis=Adenocarcinoma,"15181844,81.7,14.0,1217",GSM3533471: ChIP-Seq MCF7 Med12 siCTL E2; Homo sapiens; ChIP-Seq,source_name=breast cancer	cell line=MCF7	chip antibody=A399-774A	treatment=estrogen+siCTL
SRX5185604,hg38,TFs and others,MED12,Breast,MCF-7,Primary Tissue=Breast|Site of Extraction=Pleura|Tissue Diagnosis=Adenocarcinoma,"19144679,66.0,21.4,572",GSM3533472: ChIP-Seq MCF7 Med12 siCARM1; Homo sapiens; ChIP-Seq,source_name=breast cancer	cell line=MCF7	chip antibody=A399-774A	treatment=ethanol+siRNA
SRX5185605,hg38,TFs and others,MED12,Breast,MCF-7,Primary Tissue=Breast|Site of Extraction=Pleura|Tissue Diagnosis=Adenocarcinoma,"18127575,80.9,26.3,1210",GSM3533473: ChIP-Seq MCF7 Med12 siCARM1 E2; Homo sapiens; ChIP-Seq,source_name=breast cancer	cell line=MCF7	chip antibody=A399-774A	treatment=estrogen+siRNA
SRX5195699,hg38,Histone,H3K27ac,Uterus,Endometrial epithelial cells,,"37188325,96.3,22.6,2940",GSM3537249: ChIP-Seq: ARID1A-WT1 H3K27Ac rep1; Homo sapiens; ChIP-Seq,"source_name=endometrial epithelial cells	cell type=endometrial epithelial cells	genotype=ARID1A WT	biological replicate=1	technical replicate=1	chip antibody=Acetyl-Histone H3 (Lys27) (CST, #8173)"
SRX5195700,hg38,Histone,H3K27ac,Uterus,Endometrial epithelial cells,,"26385151,95.8,20.7,2346",GSM3537250: ChIP-Seq: ARID1A-WT1 H3K27Ac rep2; Homo sapiens; ChIP-Seq,"source_name=endometrial epithelial cells	cell type=endometrial epithelial cells	genotype=ARID1A WT	biological replicate=1	technical replicate=2	chip antibody=Acetyl-Histone H3 (Lys27) (CST, #8173)"
SRX5195701,hg38,Histone,H3K27ac,Uterus,Endometrial epithelial cells,,"33671978,96.8,17.1,2705",GSM3537251: ChIP-Seq: ARID1A-WT1 H3K27Ac rep3; Homo sapiens; ChIP-Seq,"source_name=endometrial epithelial cells	cell type=endometrial epithelial cells	genotype=ARID1A WT	biological replicate=1	technical replicate=3	chip antibody=Acetyl-Histone H3 (Lys27) (CST, #8173)"
SRX5195702,hg38,Histone,H3K27ac,Uterus,Endometrial epithelial cells,,"34687338,92.8,18.6,2819",GSM3537252: ChIP-Seq: ARID1A-KO1 H3K27Ac rep1; Homo sapiens; ChIP-Seq,"source_name=endometrial epithelial cells	cell type=endometrial epithelial cells	genotype=ARID1A KO	biological replicate=1	technical replicate=1	chip antibody=Acetyl-Histone H3 (Lys27) (CST, #8173)"
SRX5195719,hg38,Histone,H3K27ac,Uterus,Endometrial epithelial cells,,"27037651,90.5,14.3,2362",GSM3537253: ChIP-Seq: ARID1A-KO1 H3K27Ac rep2; Homo sapiens; ChIP-Seq,"source_name=endometrial epithelial cells	cell type=endometrial epithelial cells	genotype=ARID1A KO	biological replicate=1	technical replicate=2	chip antibody=Acetyl-Histone H3 (Lys27) (CST, #8173)"
SRX5195720,hg38,Histone,H3K27ac,Uterus,Endometrial epithelial cells,,"31969532,90.6,17.8,2710",GSM3537254: ChIP-Seq: ARID1A-KO1 H3K27Ac rep3; Homo sapiens; ChIP-Seq,"source_name=endometrial epithelial cells	cell type=endometrial epithelial cells	genotype=ARID1A KO	biological replicate=1	technical replicate=3	chip antibody=Acetyl-Histone H3 (Lys27) (CST, #8173)"
SRX5195721,hg38,Histone,H3K27ac,Uterus,Endometrial epithelial cells,,"31931693,97.8,12.0,24355",GSM3537255: ChIP-Seq: ARID1A-WT2 H3K27Ac rep1; Homo sapiens; ChIP-Seq,"source_name=endometrial epithelial cells	cell type=endometrial epithelial cells	genotype=ARID1A WT	biological replicate=2	technical replicate=1	chip antibody=Acetyl-Histone H3 (Lys27) (CST, #8173)"
SRX5195722,hg38,Histone,H3K27ac,Uterus,Endometrial epithelial cells,,"24622158,98.1,9.8,20608",GSM3537256: ChIP-Seq: ARID1A-WT2 H3K27Ac rep2; Homo sapiens; ChIP-Seq,"source_name=endometrial epithelial cells	cell type=endometrial epithelial cells	genotype=ARID1A WT	biological replicate=2	technical replicate=2	chip antibody=Acetyl-Histone H3 (Lys27) (CST, #8173)"
SRX5195723,hg38,Histone,H3K27ac,Uterus,Endometrial epithelial cells,,"31932234,98.1,12.1,24409",GSM3537257: ChIP-Seq: ARID1A-WT2 H3K27Ac rep3; Homo sapiens; ChIP-Seq,"source_name=endometrial epithelial cells	cell type=endometrial epithelial cells	genotype=ARID1A WT	biological replicate=2	technical replicate=3	chip antibody=Acetyl-Histone H3 (Lys27) (CST, #8173)"
SRX5195724,hg38,Histone,H3K27ac,Uterus,Endometrial epithelial cells,,"36320614,92.4,12.6,23168",GSM3537258: ChIP-Seq: ARID1A-KO2 H3K27Ac rep1; Homo sapiens; ChIP-Seq,"source_name=endometrial epithelial cells	cell type=endometrial epithelial cells	genotype=ARID1A KO	biological replicate=2	technical replicate=1	chip antibody=Acetyl-Histone H3 (Lys27) (CST, #8173)"
SRX5195725,hg38,Histone,H3K27ac,Uterus,Endometrial epithelial cells,,"24399554,91.9,11.6,20870",GSM3537259: ChIP-Seq: ARID1A-KO2 H3K27Ac rep2; Homo sapiens; ChIP-Seq,"source_name=endometrial epithelial cells	cell type=endometrial epithelial cells	genotype=ARID1A KO	biological replicate=2	technical replicate=2	chip antibody=Acetyl-Histone H3 (Lys27) (CST, #8173)"
SRX5195726,hg38,Histone,H3K27ac,Uterus,Endometrial epithelial cells,,"28501447,94.9,14.6,21379",GSM3537260: ChIP-Seq: ARID1A-KO2 H3K27Ac rep3; Homo sapiens; ChIP-Seq,"source_name=endometrial epithelial cells	cell type=endometrial epithelial cells	genotype=ARID1A KO	biological replicate=2	technical replicate=3	chip antibody=Acetyl-Histone H3 (Lys27) (CST, #8173)"
SRX5195741,hg38,ATAC-Seq,ATAC-Seq,Uterus,Endometrial epithelial cells,,"37064630,90.0,67.8,8992",GSM3537177: ATAC-Seq: ARID1A-WT1 rep1; Homo sapiens; ATAC-seq,source_name=endometrial epithelial cells	cell type=endometrial epithelial cells	genotype=ARID1A WT	biological replicate=1	technical replicate=1
SRX5195742,hg38,ATAC-Seq,ATAC-Seq,Uterus,Endometrial epithelial cells,,"36802269,89.9,67.5,8917",GSM3537178: ATAC-Seq: ARID1A-WT1 rep2; Homo sapiens; ATAC-seq,source_name=endometrial epithelial cells	cell type=endometrial epithelial cells	genotype=ARID1A WT	biological replicate=1	technical replicate=2
SRX5195743,hg38,ATAC-Seq,ATAC-Seq,Uterus,Endometrial epithelial cells,,"40846163,90.0,68.0,10068",GSM3537179: ATAC-Seq: ARID1A-WT1 rep3; Homo sapiens; ATAC-seq,source_name=endometrial epithelial cells	cell type=endometrial epithelial cells	genotype=ARID1A WT	biological replicate=1	technical replicate=3
SRX5195744,hg38,ATAC-Seq,ATAC-Seq,Uterus,Endometrial epithelial cells,,"32963396,87.9,44.4,19691",GSM3537180: ATAC-Seq: ARID1A-WT2 rep1; Homo sapiens; ATAC-seq,source_name=endometrial epithelial cells	cell type=endometrial epithelial cells	genotype=ARID1A WT	biological replicate=2	technical replicate=1
SRX5195745,hg38,ATAC-Seq,ATAC-Seq,Uterus,Endometrial epithelial cells,,"35269305,88.1,44.8,20321",GSM3537181: ATAC-Seq: ARID1A-WT2 rep2; Homo sapiens; ATAC-seq,source_name=endometrial epithelial cells	cell type=endometrial epithelial cells	genotype=ARID1A WT	biological replicate=2	technical replicate=2
SRX5195746,hg38,ATAC-Seq,ATAC-Seq,Uterus,Endometrial epithelial cells,,"30286377,87.9,44.2,18416",GSM3537182: ATAC-Seq: ARID1A-WT2 rep3; Homo sapiens; ATAC-seq,source_name=endometrial epithelial cells	cell type=endometrial epithelial cells	genotype=ARID1A WT	biological replicate=2	technical replicate=3
SRX5195747,hg38,ATAC-Seq,ATAC-Seq,Uterus,Endometrial epithelial cells,,"16688686,89.0,39.4,6858",GSM3537183: ATAC-Seq: ARID1A-KO1 rep1; Homo sapiens; ATAC-seq,source_name=endometrial epithelial cells	cell type=endometrial epithelial cells	genotype=ARID1A KO	biological replicate=1	technical replicate=1
SRX5195748,hg38,ATAC-Seq,ATAC-Seq,Uterus,Endometrial epithelial cells,,"14560226,88.2,37.6,6242",GSM3537184: ATAC-Seq: ARID1A-KO1 rep2; Homo sapiens; ATAC-seq,source_name=endometrial epithelial cells	cell type=endometrial epithelial cells	genotype=ARID1A KO	biological replicate=1	technical replicate=2
SRX5195749,hg38,ATAC-Seq,ATAC-Seq,Uterus,Endometrial epithelial cells,,"16207907,88.0,38.8,7050",GSM3537185: ATAC-Seq: ARID1A-KO1 rep3; Homo sapiens; ATAC-seq,source_name=endometrial epithelial cells	cell type=endometrial epithelial cells	genotype=ARID1A KO	biological replicate=1	technical replicate=3
SRX5195750,hg38,ATAC-Seq,ATAC-Seq,Uterus,Endometrial epithelial cells,,"18715050,88.5,34.6,10545",GSM3537186: ATAC-Seq: ARID1A-KO2 rep1; Homo sapiens; ATAC-seq,source_name=endometrial epithelial cells	cell type=endometrial epithelial cells	genotype=ARID1A KO	biological replicate=2	technical replicate=1
SRX5195751,hg38,ATAC-Seq,ATAC-Seq,Uterus,Endometrial epithelial cells,,"19864715,88.4,35.4,11199",GSM3537187: ATAC-Seq: ARID1A-KO2 rep2; Homo sapiens; ATAC-seq,source_name=endometrial epithelial cells	cell type=endometrial epithelial cells	genotype=ARID1A KO	biological replicate=2	technical replicate=2
SRX5195752,hg38,ATAC-Seq,ATAC-Seq,Uterus,Endometrial epithelial cells,,"19994366,88.7,35.0,11097",GSM3537188: ATAC-Seq: ARID1A-KO2 rep3; Homo sapiens; ATAC-seq,source_name=endometrial epithelial cells	cell type=endometrial epithelial cells	genotype=ARID1A KO	biological replicate=2	technical replicate=3
SRX5203293,hg38,TFs and others,ESR1,Breast,MCF-7,Primary Tissue=Breast|Site of Extraction=Pleura|Tissue Diagnosis=Adenocarcinoma,"25832223,99.1,1.9,1815",GSM3539019: NT#10 ERa; Homo sapiens; ChIP-Seq,source_name=MCF-7	sgrna=Wild type	chip antibody=ERa	cell line=MCF-7
SRX5203297,hg38,TFs and others,ESR1,Breast,MCF-7,Primary Tissue=Breast|Site of Extraction=Pleura|Tissue Diagnosis=Adenocarcinoma,"26899174,99.0,1.7,948",GSM3539023: CTCF2 1 ERa; Homo sapiens; ChIP-Seq,source_name=MCF-7	sgrna=targeting chr20:47521695-47621796	chip antibody=ERa	cell line=MCF-7
SRX5203302,hg38,TFs and others,ESR1,Breast,MCF-7,Primary Tissue=Breast|Site of Extraction=Pleura|Tissue Diagnosis=Adenocarcinoma,"23737726,98.8,2.1,1428",GSM3539028: 1117 ERa; Homo sapiens; ChIP-Seq,source_name=MCF-7	sgrna=targeting chr20:47407744-47407846	chip antibody=ERa	cell line=MCF-7
SRX5203306,hg38,TFs and others,ESR1,Breast,MCF-7,Primary Tissue=Breast|Site of Extraction=Pleura|Tissue Diagnosis=Adenocarcinoma,"20478683,98.7,1.6,925",GSM3539032: 1118 ERa; Homo sapiens; ChIP-Seq,source_name=MCF-7	sgrna=targeting chr20:47407727-47407826	chip antibody=ERa	cell line=MCF-7
SRX5203310,hg38,TFs and others,ESR1,Breast,MCF-7,Primary Tissue=Breast|Site of Extraction=Pleura|Tissue Diagnosis=Adenocarcinoma,"22172832,98.4,3.0,784",GSM3539036: ESR1 1 ERa; Homo sapiens; ChIP-Seq,source_name=MCF-7	sgrna=targeting chr20:47481433-47481536	chip antibody=ERa	cell line=MCF-7
SRX5203313,hg38,TFs and others,ESR1,Breast,MCF-7,Primary Tissue=Breast|Site of Extraction=Pleura|Tissue Diagnosis=Adenocarcinoma,"24863862,98.2,2.3,818",GSM3539039: ESR2 1 ERa; Homo sapiens; ChIP-Seq,source_name=MCF-7	sgrna=targeting chr20:47314838-47314940	chip antibody=ERa	cell line=MCF-7
SRX5203317,hg38,TFs and others,ESR1,Breast,MCF-7,Primary Tissue=Breast|Site of Extraction=Pleura|Tissue Diagnosis=Adenocarcinoma,"20313509,98.2,3.0,901",GSM3539043: FoxA1 ERa; Homo sapiens; ChIP-Seq,source_name=MCF-7	sgrna=Targeting chr20:47407679-47407782	chip antibody=ERa	cell line=MCF-7
SRX524961,hg38,Histone,H3K27ac,Uterus,Endometrial stromal cells,,"37682541,97.6,60.1,267",GSM1372852: H3K27ac case1 w/ EP; Homo sapiens; ChIP-Seq,"source_name=Human endometrial stromal cells	tissue=Endometrial stromal cells	condition=induction with estradiol (10-8 M) and medroxyprogesterone acetate (10-6 M)	chip antibody=H3K27ac (generous gifts from Dr. H. Kimura, Osaka University, Osaka, Japan)."
SRX524966,hg38,Histone,H3K27ac,Uterus,Endometrial stromal cells,,"41862514,88.6,62.4,366",GSM1372858: H3K27ac case1 control; Homo sapiens; ChIP-Seq,"source_name=Human endometrial stromal cells	tissue=Endometrial stromal cells	condition=control (without any induction)	chip antibody=H3K27ac (generous gifts from Dr. H. Kimura, Osaka University, Osaka, Japan)."
SRX524971,hg38,Histone,H3K27ac,Uterus,Endometrial stromal cells,,"33306045,99.4,46.3,231",GSM1372863: H3K27ac case2 w/ EP; Homo sapiens; ChIP-Seq,"source_name=Human endometrial stromal cells	tissue=Endometrial stromal cells	condition=induction with estradiol (10-8 M) and medroxyprogesterone acetate (10-6 M)	chip antibody=H3K27ac (generous gifts from Dr. H. Kimura, Osaka University, Osaka, Japan)."
SRX524976,hg38,Histone,H3K27ac,Uterus,Endometrial stromal cells,,"41684393,99.3,39.8,384",GSM1372870: H3K27ac case2 control; Homo sapiens; ChIP-Seq,"source_name=Human endometrial stromal cells	tissue=Endometrial stromal cells	condition=control (without any induction)	chip antibody=H3K27ac (generous gifts from Dr. H. Kimura, Osaka University, Osaka, Japan)."
